40A;20170927000000001;2;280031676;2018;362658-4;N;;3655;01;220;136;72;0;208;2015;2183900;27;15;0107586446;00000000
40A;20170927000000001;2;280031679;2018;358315-4;N;;1683;01;220;172;610;0;782;2015;2183909;27;15;0107588446;00000000
40A;20170927000000001;2;280031680;2018;365480-4;N;;2131;01;220;223;390;0;613;2015;2183909;27;15;0107589446;00000000
40A;20170927000000001;2;280031681;2018;364285-4;N;;10657;01;220;250;319;0;569;2017;2183909;27;15;0107590446;00000000
40A;20170927000000001;2;280031681;2018;364286-4;N;;0;03;820;0;0;0;0;2013;0;27;15;0122151446;00000000
40A;20170927000000001;2;280031682;2018;352805-4;N;;2734;01;220;79;123;0;202;2015;2183900;27;15;0107591446;00000000
40A;20170927000000001;2;280031683;2018;360003-4;N;;10025;01;220;82;100;0;182;2015;2183900;27;15;0107592446;00000000
40A;20170927000000001;2;280031684;2018;367169-4;N;;4190;01;220;130;110;0;240;2015;2183900;27;15;0107593446;00000000
40A;20170927000000001;2;280031685;2018;355688-4;N;;1865;01;220;106;208;0;314;2015;2183900;27;15;0107594446;00000000
40A;20170927000000001;2;280031686;2018;362897-4;N;;24706;01;120;35;121;0;195;2017;2183900;27;15;0107595446;00000000
