09M;20170404000000989;2;280060309;M;6798297.4;609538.9;4;17
09M;20170404000000989;2;280061961;M;6796312.8;605642.6;4;23
09M;20170404000000989;2;280070842;M;6807776.7;599764.9;14;5289
09M;20170404000000989;2;280066889;M;6798484.4;612362.8;3;11
09M;20170404000000989;2;280068849;M;6806738.2;612479.8;5;24
09M;20170404000000989;2;280069122;M;6783762.8;596537.6;3;48
09M;20170404000000989;2;280069378;M;6800230.5;610348.7;3;12
09M;20170404000000989;2;280073957;M;6793469.2;613703.3;10;4024
09M;20170404000000989;2;280184693;M;6789234.6;618422.9;3;14
09M;20170404000000989;2;280071039;M;6807995.1;598437.9;3;16
09M;20170404000000989;2;280106967;M;6806725.9;612204.8;2;14
09M;20170404000000989;2;280070910;M;6807490.8;600343.8;1;0
09M;20170404000000989;2;280066520;M;6800879;611588.4;11;243
09M;20170404000000989;2;280073422;M;6793433.6;613525.9;3;25
09M;20170404000000989;2;280175048;M;6802376.9;618054.7;3;13
09M;20170404000000989;2;280065620;M;6797375.6;615389;5;263
09M;20170404000000989;2;280188883;M;6781339.8;600752.1;9;203
09M;20170404000000989;2;280187474;M;6797946;616861.2;3;13
09M;20170404000000989;2;280064223;M;6789086.9;617428.9;3;16
09M;20170404000000989;2;280067749;M;6800956.4;610704.1;3;35
09M;20170404000000989;2;280070163;M;6793047.4;599279;3;31
09M;20170404000000989;2;280069577;M;6798977.2;610584.2;2;10
09M;20170404000000989;2;280062439;M;6797825;609895.5;3;16
09M;20170404000000989;2;280064163;M;6789142.8;617317.4;3;29
09M;20170404000000989;2;280064569;M;6797181.2;613280.6;5;19
09M;20170404000000989;2;280072530;M;6800289.4;610446;3;15
09M;20170404000000989;2;280072866;M;6804720.2;606772.1;4;34
09M;20170404000000989;2;280064520;M;6811693.8;606945.1;2;24
09M;20170404000000989;2;280070484;M;6788474.9;610731.7;3;32
09M;20170404000000989;2;280067222;M;6797441;594693.2;7;326
09M;20170404000000989;2;280064405;M;6788308.9;612424.4;2;10
09M;20170404000000989;2;280059484;M;6800097.3;611063.6;1;0
09M;20170404000000989;2;280070849;M;6807291.2;599662.4;2;19
09M;20170404000000989;2;280071798;M;6785036.4;616769.9;3;29
09M;20170404000000989;2;280068543;M;6783590.4;598976;5;104
09M;20170404000000989;2;280059812;M;6803647;614294;1;0
09M;20170404000000989;2;280060873;M;6800412.2;593682.8;14;2043
09M;20170404000000989;2;280182005;M;6804742.7;613860.9;1;0
09M;20170404000000989;2;280071768;M;6785190;616697.8;3;20
09M;20170404000000989;2;280073963;M;6794497;611781.7;22;3454
09M;20170404000000989;2;280063070;M;6797644.7;610881.3;2;8
09M;20170404000000989;2;280070623;M;6788400.9;610644.8;2;32
